Freq.	V(y)
3.50100200400801e-01	1.96719743091898e+00,-3.05162791507809e-02
3.54909819639278e-01	1.97194635028460e+00,-3.20816218666208e-02
3.59719438877755e-01	1.97676963842272e+00,-3.37023339052625e-02
3.64529058116232e-01	1.98166759422278e+00,-3.53797887109495e-02
3.69338677354709e-01	1.98664051222666e+00,-3.71153896476620e-02
3.74148296593186e-01	1.99168868204610e+00,-3.89105707142732e-02
3.78957915831663e-01	1.99681238775176e+00,-4.07667972707282e-02
3.83767535070140e-01	2.00201190723286e+00,-4.26855667751136e-02
3.88577154308617e-01	2.00728751152597e+00,-4.46684095314481e-02
3.93386773547094e-01	2.01263946411180e+00,-4.67168894479704e-02
3.98196392785571e-01	2.01806802017847e+00,-4.88326048056930e-02
4.03006012024048e-01	2.02357342584995e+00,-5.10171890369169e-02
4.07815631262525e-01	2.02915591737811e+00,-5.32723115133727e-02
4.12625250501002e-01	2.03481572029697e+00,-5.55996783436092e-02
4.17434869739479e-01	2.04055304853744e+00,-5.80010331791735e-02
4.22244488977956e-01	2.04636810350104e+00,-6.04781580291040e-02
4.27054108216432e-01	2.05226107309083e+00,-6.30328740821690e-02
4.31863727454909e-01	2.05823213069792e+00,-6.56670425362271e-02
4.36673346693386e-01	2.06428143414161e+00,-6.83825654340253e-02
4.41482965931863e-01	2.07040912456139e+00,-7.11813865046570e-02
4.46292585170340e-01	2.07661532525900e+00,-7.40654920098466e-02
4.51102204408817e-01	2.08290014048828e+00,-7.70369115941077e-02
4.55911823647294e-01	2.08926365419116e+00,-8.00977191377807e-02
4.60721442885771e-01	2.09570592867733e+00,-8.32500336117935e-02
4.65531062124248e-01	2.10222700324575e+00,-8.64960199329590e-02
4.70340681362725e-01	2.10882689274558e+00,-8.98378898184369e-02
4.75150300601202e-01	2.11550558607439e+00,-9.32779026379406e-02
4.79959919839679e-01	2.12226304461128e+00,-9.68183662620923e-02
4.84769539078156e-01	2.12909920058249e+00,-1.00461637905216e-01
4.89579158316633e-01	2.13601395535719e+00,-1.04210124960738e-01
4.94388777555110e-01	2.14300717767086e+00,-1.08066285827161e-01
4.99198396793587e-01	2.15007870177371e+00,-1.12032630722500e-01
5.04008016032064e-01	2.15722832550165e+00,-1.16111722484784e-01
5.08817635270541e-01	2.16445580826711e+00,-1.20306177356205e-01
5.13627254509018e-01	2.17176086896708e+00,-1.24618665748141e-01
5.18436873747495e-01	2.17914318380560e+00,-1.29051912984214e-01
5.23246492985972e-01	2.18660238402801e+00,-1.33608700018258e-01
5.28056112224449e-01	2.19413805356427e+00,-1.38291864123880e-01
5.32865731462926e-01	2.20174972657832e+00,-1.43104299552056e-01
5.37675350701403e-01	2.20943688492101e+00,-1.48048958152952e-01
5.42484969939880e-01	2.21719895548354e+00,-1.53128849957932e-01
5.47294589178357e-01	2.22503530744866e+00,-1.58347043717376e-01
5.52104208416834e-01	2.23294524943704e+00,-1.63706667389747e-01
5.56913827655311e-01	2.24092802654571e+00,-1.69210908576929e-01
5.61723446893788e-01	2.24898281727620e+00,-1.74863014900644e-01
5.66533066132265e-01	2.25710873034945e+00,-1.80666294314379e-01
5.71342685370742e-01	2.26530480140502e+00,-1.86624115344893e-01
5.76152304609219e-01	2.27356998958206e+00,-1.92739907257088e-01
5.80961923847696e-01	2.28190317397962e+00,-1.99017160135566e-01
5.85771543086173e-01	2.29030314999397e+00,-2.05459424875877e-01
5.90581162324650e-01	2.29876862553087e+00,-2.12070313078008e-01
5.95390781563127e-01	2.30729821709069e+00,-2.18853496834287e-01
6.00200400801604e-01	2.31589044572469e+00,-2.25812708403415e-01
6.05010020040081e-01	2.32454373286087e+00,-2.32951739761880e-01
6.09819639278558e-01	2.33325639599798e+00,-2.40274442023606e-01
6.14629258517035e-01	2.34202664426684e+00,-2.47784724718118e-01
6.19438877755512e-01	2.35085257385803e+00,-2.55486554917115e-01
6.24248496993989e-01	2.35973216331585e+00,-2.63383956198768e-01
6.29058116232466e-01	2.36866326869830e+00,-2.71481007438583e-01
6.33867735470943e-01	2.37764361860385e+00,-2.79781841415145e-01
6.38677354709420e-01	2.38667080906570e+00,-2.88290643218548e-01
6.43486973947897e-01	2.39574229831529e+00,-2.97011648448713e-01
6.48296593186374e-01	2.40485540141692e+00,-3.05949141190369e-01
6.53106212424851e-01	2.41400728477639e+00,-3.15107451750826e-01
6.57915831663328e-01	2.42319496052701e+00,-3.24490954146215e-01
6.62725450901805e-01	2.43241528079727e+00,-3.34104063321272e-01
6.67535070140282e-01	2.44166493186508e+00,-3.43951232087270e-01
6.72344689378759e-01	2.45094042820473e+00,-3.54036947762180e-01
6.77154308617236e-01	2.46023810643333e+00,-3.64365728496614e-01
6.81963927855713e-01	2.46955411916477e+00,-3.74942119268683e-01
6.86773547094190e-01	2.47888442878031e+00,-3.85770687530448e-01
6.91583166332667e-01	2.48822480112620e+00,-3.96856018488185e-01
6.96392785571144e-01	2.49757079914984e+00,-4.08202709998387e-01
7.01202404809621e-01	2.50691777648756e+00,-4.19815367061081e-01
7.06012024048098e-01	2.51626087101858e+00,-4.31698595891722e-01
7.10821643286575e-01	2.52559499840116e+00,-4.43856997552823e-01
7.15631262525052e-01	2.53491484560868e+00,-4.56295161126305e-01
7.20440881763529e-01	2.54421486448528e+00,-4.69017656407455e-01
7.25250501002006e-01	2.55348926534229e+00,-4.82029026101588e-01
7.30060120240483e-01	2.56273201061891e+00,-4.95333777504500e-01
7.34869739478960e-01	2.57193680863240e+00,-5.08936373648210e-01
7.39679358717437e-01	2.58109710744550e+00,-5.22841223893832e-01
7.44488977955914e-01	2.59020608888066e+00,-5.37052673954047e-01
7.49298597194391e-01	2.59925666271331e+00,-5.51574995328266e-01
7.54108216432868e-01	2.60824146107855e+00,-5.66412374134600e-01
7.58917835671345e-01	2.61715283312836e+00,-5.81568899323751e-01
7.63727454909822e-01	2.62598283997875e+00,-5.97048550261264e-01
7.68537074148299e-01	2.63472324998893e+00,-6.12855183666155e-01
7.73346693386776e-01	2.64336553441732e+00,-6.28992519895584e-01
7.78156312625253e-01	2.65190086350175e+00,-6.45464128567404e-01
7.82965931863730e-01	2.66032010301388e+00,-6.62273413514600e-01
7.87775551102207e-01	2.66861381134068e+00,-6.79423597068315e-01
7.92585170340684e-01	2.67677223714820e+00,-6.96917703668973e-01
7.97394789579161e-01	2.68478531768567e+00,-7.14758542808333e-01
8.02204408817638e-01	2.69264267779028e+00,-7.32948691308773e-01
8.07014028056115e-01	2.70033362965564e+00,-7.51490474950122e-01
8.11823647294592e-01	2.70784717342868e+00,-7.70385949458508e-01
8.16633266533069e-01	2.71517199870240e+00,-7.89636880876495e-01
8.21442885771546e-01	2.72229648697319e+00,-8.09244725338667e-01
8.26252505010023e-01	2.72920871513345e+00,-8.29210608282345e-01
8.31062124248500e-01	2.73589646007113e+00,-8.49535303128838e-01
8.35871743486977e-01	2.74234720444890e+00,-8.70219209476884e-01
8.40681362725454e-01	2.74854814373634e+00,-8.91262330856414e-01
8.45490981963931e-01	2.75448619456819e+00,-9.12664252097762e-01
8.50300601202408e-01	2.76014800450145e+00,-9.34424116378627e-01
8.55110220440885e-01	2.76551996324329e+00,-9.56540602018699e-01
8.59919839679362e-01	2.77058821541959e+00,-9.79011899099766e-01
8.64729458917839e-01	2.77533867495194e+00,-1.00183568599711e+00
8.69539078156316e-01	2.77975704110782e+00,-1.02500910591639e+00
8.74348697394793e-01	2.78382881628451e+00,-1.04852874353870e+00
8.79158316633270e-01	2.78753932558291e+00,-1.07239060188482e+00
8.83967935871747e-01	2.79087373822148e+00,-1.09659007951859e+00
8.88777555110224e-01	2.79381709083413e+00,-1.12112194821737e+00
8.93587174348701e-01	2.79635431268815e+00,-1.14598033124626e+00
8.98396793587178e-01	2.79847025284977e+00,-1.17115868238050e+00
9.03206412825655e-01	2.80014970931511e+00,-1.19664976582845e+00
9.08016032064132e-01	2.80137746011382e+00,-1.22244563721453e+00
9.12825651302609e-01	2.80213829638041e+00,-1.24853762578812e+00
9.17635270541086e-01	2.80241705737610e+00,-1.27491631803051e+00
9.22444889779563e-01	2.80219866742927e+00,-1.30157154283665e+00
9.27254509018040e-01	2.80146817474837e+00,-1.32849235845264e+00
9.32064128256517e-01	2.80021079204484e+00,-1.35566704135266e+00
9.36873747494994e-01	2.79841193888706e+00,-1.38308307724050e+00
9.41683366733471e-01	2.79605728568853e+00,-1.41072715436093e+00
9.46492985971948e-01	2.79313279921572e+00,-1.43858515930457e+00
9.51302605210425e-01	2.78962478948174e+00,-1.46664217548674e+00
9.56112224448902e-01	2.78551995787332e+00,-1.49488248447561e+00
9.60921843687379e-01	2.78080544633893e+00,-1.52328957033775e+00
9.65731462925856e-01	2.77546888744666e+00,-1.55184612716032e+00
9.70541082164333e-01	2.76949845510135e+00,-1.58053406989768e+00
9.75350701402810e-01	2.76288291569170e+00,-1.60933454867664e+00
9.80160320641287e-01	2.75561167942014e+00,-1.63822796667914e+00
9.84969939879764e-01	2.74767485155104e+00,-1.66719400170296e+00
9.89779559118241e-01	2.73906328329739e+00,-1.69621163148113e+00
9.94589178356718e-01	2.72976862205111e+00,-1.72525916281814e+00
9.99398797595195e-01	2.71978336065033e+00,-1.75431426457717e+00
1.00420841683367e+00	2.70910088536606e+00,-1.78335400452597e+00
1.00901803607215e+00	2.69771552228256e+00,-1.81235489002108e+00
1.01382765531063e+00	2.68562258174046e+00,-1.84129291248093e+00
1.01863727454910e+00	2.67281840050879e+00,-1.87014359556710e+00
1.02344689378758e+00	2.65930038135233e+00,-1.89888204696179e+00
1.02825651302606e+00	2.64506702966472e+00,-1.92748301359664e+00
1.03306613226453e+00	2.63011798684423e+00,-1.95592094015577e+00
1.03787575150301e+00	2.61445406010020e+00,-1.98417003064299e+00
1.04268537074149e+00	2.59807724839153e+00,-2.01220431277092e+00
1.04749498997997e+00	2.58099076421711e+00,-2.03999770489878e+00
1.05230460921844e+00	2.56319905099839e+00,-2.06752408521529e+00
1.05711422845692e+00	2.54470779581983e+00,-2.09475736283514e+00
1.06192384769540e+00	2.52552393732019e+00,-2.12167155045152e+00
1.06673346693387e+00	2.50565566855919e+00,-2.14824083816355e+00
1.07154308617235e+00	2.48511243471767e+00,-2.17443966807744e+00
1.07635270541083e+00	2.46390492552606e+00,-2.20024280926264e+00
1.08116232464930e+00	2.44204506235404e+00,-2.22562543263172e+00
1.08597194388778e+00	2.41954597993505e+00,-2.25056318530235e+00
1.09078156312626e+00	2.39642200274055e+00,-2.27503226399560e+00
1.09559118236474e+00	2.37268861606109e+00,-2.29900948702335e+00
1.10040080160321e+00	2.34836243189412e+00,-2.32247236442172e+00
1.10521042084169e+00	2.32346114978053e+00,-2.34539916579565e+00
1.11002004008017e+00	2.29800351277328e+00,-2.36776898545252e+00
1.11482965931864e+00	2.27200925876180e+00,-2.38956180442010e+00
1.11963927855712e+00	2.24549906741388e+00,-2.41075854896552e+00
1.12444889779560e+00	2.21849450303266e+00,-2.43134114525751e+00
1.12925851703407e+00	2.19101795365931e+00,-2.45129256984365e+00
1.13406813627255e+00	2.16309256678178e+00,-2.47059689564656e+00
1.13887775551103e+00	2.13474218203582e+00,-2.48923933321933e+00
1.14368737474951e+00	2.10599126130707e+00,-2.50720626703772e+00
1.14849699398798e+00	2.07686481666020e+00,-2.52448528664766e+00
1.15330661322646e+00	2.04738833653511e+00,-2.54106521252773e+00
1.15811623246494e+00	2.01758771065887e+00,-2.55693611656909e+00
1.16292585170341e+00	1.98748915412618e+00,-2.57208933711838e+00
1.16773547094189e+00	1.95711913110133e+00,-2.58651748857215e+00
1.17254509018037e+00	1.92650427858933e+00,-2.60021446555330e+00
1.17735470941884e+00	1.89567133071519e+00,-2.61317544174162e+00
1.18216432865732e+00	1.86464704393693e+00,-2.62539686346961e+00
1.18697394789580e+00	1.83345812360073e+00,-2.63687643823227e+00
1.19178356713428e+00	1.80213115222631e+00,-2.64761311829452e+00
1.19659318637275e+00	1.77069251988647e+00,-2.65760707961194e+00
1.20140280561123e+00	1.73916835701867e+00,-2.66685969630947e+00
1.20621242484971e+00	1.70758446997711e+00,-2.67537351098841e+00
1.21102204408818e+00	1.67596627960338e+00,-2.68315220115399e+00
1.21583166332666e+00	1.64433876306134e+00,-2.69020054207445e+00
1.22064128256514e+00	1.61272639914856e+00,-2.69652436639710e+00
1.22545090180361e+00	1.58115311726297e+00,-2.70213052085797e+00
1.23026052104209e+00	1.54964225016911e+00,-2.70702682042905e+00
1.23507014028057e+00	1.51821649067499e+00,-2.71122200025082e+00
1.23987975951905e+00	1.48689785229703e+00,-2.71472566569849e+00
1.24468937875752e+00	1.45570763395875e+00,-2.71754824092707e+00
1.24949899799600e+00	1.42466638873796e+00,-2.71970091623513e+00
1.25430861723448e+00	1.39379389664762e+00,-2.72119559457812e+00
1.25911823647295e+00	1.36310914140863e+00,-2.72204483755123e+00
1.26392785571143e+00	1.33263029114649e+00,-2.72226181114849e+00
1.26873747494991e+00	1.30237468292129e+00,-2.72186023158959e+00
1.27354709418838e+00	1.27235881097866e+00,-2.72085431148898e+00
1.27835671342686e+00	1.24259831859073e+00,-2.71925870662392e+00
1.28316633266534e+00	1.21310799334005e+00,-2.71708846353864e+00
1.28797595190382e+00	1.18390176568463e+00,-2.71435896820211e+00
1.29278557114229e+00	1.15499271063138e+00,-2.71108589591638e+00
1.29759519038077e+00	1.12639305233492e+00,-2.70728516265177e+00
1.30240480961925e+00	1.09811417143230e+00,-2.70297287796471e+00
1.30721442885772e+00	1.07016661491830e+00,-2.69816529963324e+00
1.31202404809620e+00	1.04256010836334e+00,-2.69287879012576e+00
1.31683366733468e+00	1.01530357027439e+00,-2.68712977499844e+00
1.32164328657315e+00	9.88405128399895e-01,-2.68093470329859e+00
1.32645290581163e+00	9.61872137781458e-01,-2.67431001003311e+00
1.33126252505011e+00	9.35711200358628e-01,-2.66727208074419e+00
1.33607214428859e+00	9.09928185937435e-01,-2.65983721821886e+00
1.34088176352706e+00	8.84528254339365e-01,-2.65202161134370e+00
1.34569138276554e+00	8.59515878553744e-01,-2.64384130610284e+00
1.35050100200402e+00	8.34894868724165e-01,-2.63531217870463e+00
1.35531062124249e+00	8.10668396807520e-01,-2.62644991081102e+00
1.36012024048097e+00	7.86839021752802e-01,-2.61726996683364e+00
1.36492985971945e+00	7.63408715055781e-01,-2.60778757325152e+00
1.36973947895792e+00	7.40378886554880e-01,-2.59801769989756e+00
1.37454909819640e+00	7.17750410342893e-01,-2.58797504315368e+00
1.37935871743488e+00	6.95523650678704e-01,-2.57767401098955e+00
1.38416833667336e+00	6.73698487792386e-01,-2.56712870977407e+00
1.38897795591183e+00	6.52274343486555e-01,-2.55635293278579e+00
1.39378757515031e+00	6.31250206445700e-01,-2.54536015034471e+00
1.39859719438879e+00	6.10624657174295e-01,-2.53416350148629e+00
1.40340681362726e+00	5.90395892492883e-01,-2.52277578709665e+00
1.40821643286574e+00	5.70561749529694e-01,-2.51120946442731e+00
1.41302605210422e+00	5.51119729153107e-01,-2.49947664290770e+00
1.41783567134269e+00	5.32067018797876e-01,-2.48758908117390e+00
1.42264529058117e+00	5.13400514644974e-01,-2.47555818523314e+00
1.42745490981965e+00	4.95116843121681e-01,-2.46339500768460e+00
1.43226452905813e+00	4.77212381694650e-01,-2.45111024791905e+00
1.43707414829660e+00	4.59683278934585e-01,-2.43871425322168e+00
1.44188376753508e+00	4.42525473836405e-01,-2.42621702070466e+00
1.44669338677356e+00	4.25734714383772e-01,-2.41362819999868e+00
1.45150300601203e+00	4.09306575351339e-01,-2.40095709663524e+00
1.45631262525051e+00	3.93236475342224e-01,-2.38821267605427e+00
1.46112224448899e+00	3.77519693061858e-01,-2.37540356817473e+00
1.46593186372746e+00	3.62151382832810e-01,-2.36253807246854e+00
1.47074148296594e+00	3.47126589358025e-01,-2.34962416348165e+00
1.47555110220442e+00	3.32440261742733e-01,-2.33666949674866e+00
1.48036072144290e+00	3.18087266787448e-01,-2.32368141505088e+00
1.48517034068137e+00	3.04062401566613e-01,-2.31066695497031e+00
1.48997995991985e+00	2.90360405309125e-01,-2.29763285369547e+00
1.49478957915833e+00	2.76975970598492e-01,-2.28458555603745e+00
1.49959919839680e+00	2.63903753911570e-01,-2.27153122161785e+00
1.50440881763528e+00	2.51138385515859e-01,-2.25847573219264e+00
1.50921843687376e+00	2.38674478746144e-01,-2.24542469907902e+00
1.51402805611223e+00	2.26506638681868e-01,-2.23238347065455e+00
1.51883767535071e+00	2.14629470247119e-01,-2.21935713990068e+00
1.52364729458919e+00	2.03037585755275e-01,-2.20635055196484e+00
1.52845691382767e+00	1.91725611920686e-01,-2.19336831171771e+00
1.53326653306614e+00	1.80688196359602e-01,-2.18041479128437e+00
1.53807615230462e+00	1.69920013602678e-01,-2.16749413753000e+00
1.54288577154310e+00	1.59415770640953e-01,-2.15461027948277e+00
1.54769539078157e+00	1.49170212027209e-01,-2.14176693567845e+00
1.55250501002005e+00	1.39178124554019e-01,-2.12896762141270e+00
1.55731462925853e+00	1.29434341529539e-01,-2.11621565588887e+00
1.56212424849700e+00	1.19933746671644e-01,-2.10351416925055e+00
1.56693386773548e+00	1.10671277640311e-01,-2.09086610948931e+00
1.57174348697396e+00	1.01641929227873e-01,-2.07827424921954e+00
1.57655310621244e+00	9.28407562259868e-02,-2.06574119231360e+00
1.58136272545091e+00	8.42628759875991e-02,-2.05326938039117e+00
1.58617234468939e+00	7.59034707016524e-02,-2.04086109915818e+00
1.59098196392787e+00	6.77577893975214e-02,-2.02851848459132e+00
1.59579158316634e+00	5.98211496956392e-02,-2.01624352896518e+00
1.60060120240482e+00	5.20889393200004e-02,-2.00403808671964e+00
1.60541082164330e+00	4.45566173877215e-02,-1.99190388016606e+00
1.61022044088177e+00	3.72197154900803e-02,-1.97984250503143e+00
1.61503006012025e+00	3.00738385788745e-02,-1.96785543583998e+00
1.61983967935873e+00	2.31146656712948e-02,-1.95594403113270e+00
1.62464929859721e+00	1.63379503859024e-02,-1.94410953852532e+00
1.62945891783568e+00	9.73952132167147e-03,-1.93235309960600e+00
1.63426853707416e+00	3.31528229148988e-03,-1.92067575467403e+00
1.63907815631264e+00	-2.93878757910301e-03,-1.90907844732172e+00
1.64388777555111e+00	-9.02663387765159e-03,-1.89756202886125e+00
1.64869739478959e+00	-1.49521270453189e-02,-1.88612726259919e+00
1.65350701402807e+00	-2.07190626230755e-02,-1.87477482796108e+00
1.65831663326654e+00	-2.63311615947922e-02,-1.86350532446909e+00
1.66312625250502e+00	-3.17920708191404e-02,-1.85231927557555e+00
1.66793587174350e+00	-3.71053635425213e-02,-1.84121713235563e+00
1.67274549098198e+00	-4.22745399858267e-02,-1.83019927706233e+00
1.67755511022045e+00	-4.73030279981261e-02,-1.81926602654705e+00
1.68236472945893e+00	-5.21941837709550e-02,-1.80841763554926e+00
1.68717434869741e+00	-5.69512926070948e-02,-1.79765429985862e+00
1.69198396793588e+00	-6.15775697382749e-02,-1.78697615935308e+00
1.69679358717436e+00	-6.60761611864744e-02,-1.77638330091637e+00
1.70160320641284e+00	-7.04501446638800e-02,-1.76587576123858e+00
1.70641282565131e+00	-7.47025305069248e-02,-1.75545352950309e+00
1.71122244488979e+00	-7.88362626400465e-02,-1.74511654996356e+00
1.71603206412827e+00	-8.28542195652074e-02,-1.73486472441430e+00
1.72084168336675e+00	-8.67592153733878e-02,-1.72469791455749e+00
1.72565130260522e+00	-9.05540007746456e-02,-1.71461594427065e+00
1.73046092184370e+00	-9.42412641434455e-02,-1.70461860177772e+00
1.73527054108218e+00	-9.78236325763477e-02,-1.69470564172696e+00
1.74008016032065e+00	-1.01303672959220e-01,-1.68487678717899e+00
1.74488977955913e+00	-1.04683893041476e-01,-1.67513173150806e+00
1.74969939879761e+00	-1.07966742514950e-01,-1.66547014021971e+00
1.75450901803608e+00	-1.11154614095242e-01,-1.65589165268781e+00
1.75931863727456e+00	-1.14249844603543e-01,-1.64639588381396e+00
1.76412825651304e+00	-1.17254716047095e-01,-1.63698242561213e+00
1.76893787575152e+00	-1.20171456696625e-01,-1.62765084872135e+00
1.77374749498999e+00	-1.23002242159208e-01,-1.61840070384921e+00
1.77855711422847e+00	-1.25749196445154e-01,-1.60923152314876e+00
1.78336673346695e+00	-1.28414393027658e-01,-1.60014282153157e+00
1.78817635270542e+00	-1.30999855894077e-01,-1.59113409791918e+00
1.79298597194390e+00	-1.33507560587740e-01,-1.58220483643564e+00
1.79779559118238e+00	-1.35939435239426e-01,-1.57335450754340e+00
1.80260521042085e+00	-1.38297361587599e-01,-1.56458256912469e+00
1.80741482965933e+00	-1.40583175986705e-01,-1.55588846751092e+00
1.81222444889781e+00	-1.42798670402833e-01,-1.54727163846186e+00
1.81703406813629e+00	-1.44945593396154e-01,-1.53873150809701e+00
1.82184368737476e+00	-1.47025651089649e-01,-1.53026749378086e+00
1.82665330661324e+00	-1.49040508123637e-01,-1.52187900496416e+00
1.83146292585172e+00	-1.50991788595756e-01,-1.51356544398300e+00
1.83627254509019e+00	-1.52881076986046e-01,-1.50532620681745e+00
1.84108216432867e+00	-1.54709919066868e-01,-1.49716068381150e+00
1.84589178356715e+00	-1.56479822797444e-01,-1.48906826035602e+00
1.85070140280562e+00	-1.58192259202814e-01,-1.48104831753627e+00
1.85551102204410e+00	-1.59848663237126e-01,-1.47310023274549e+00
1.86032064128258e+00	-1.61450434631072e-01,-1.46522338026612e+00
1.86513026052106e+00	-1.62998938723534e-01,-1.45741713182003e+00
1.86993987975953e+00	-1.64495507277275e-01,-1.44968085708915e+00
1.87474949899801e+00	-1.65941439278796e-01,-1.44201392420774e+00
1.87955911823649e+00	-1.67338001722312e-01,-1.43441570022767e+00
1.88436873747496e+00	-1.68686430377918e-01,-1.42688555155790e+00
1.88917835671344e+00	-1.69987930544053e-01,-1.41942284437923e+00
1.89398797595192e+00	-1.71243677784313e-01,-1.41202694503558e+00
1.89879759519039e+00	-1.72454818648763e-01,-1.40469722040275e+00
1.90360721442887e+00	-1.73622471379859e-01,-1.39743303823580e+00
1.90841683366735e+00	-1.74747726603154e-01,-1.39023376749590e+00
1.91322645290583e+00	-1.75831648002920e-01,-1.38309877865775e+00
1.91803607214430e+00	-1.76875272982878e-01,-1.37602744399837e+00
1.92284569138278e+00	-1.77879613312217e-01,-1.36901913786815e+00
1.92765531062126e+00	-1.78845655757095e-01,-1.36207323694503e+00
1.93246492985973e+00	-1.79774362697831e-01,-1.35518912047255e+00
1.93727454909821e+00	-1.80666672731978e-01,-1.34836617048260e+00
1.94208416833669e+00	-1.81523501263509e-01,-1.34160377200355e+00
1.94689378757516e+00	-1.82345741078357e-01,-1.33490131325446e+00
1.95170340681364e+00	-1.83134262906472e-01,-1.32825818582609e+00
1.95651302605212e+00	-1.83889915970703e-01,-1.32167378484927e+00
1.96132264529060e+00	-1.84613528522665e-01,-1.31514750915135e+00
1.96613226452907e+00	-1.85305908365886e-01,-1.30867876140119e+00
1.97094188376755e+00	-1.85967843366422e-01,-1.30226694824338e+00
1.97575150300603e+00	-1.86600101951203e-01,-1.29591148042210e+00
1.98056112224450e+00	-1.87203433594352e-01,-1.28961177289528e+00
1.98537074148298e+00	-1.87778569291684e-01,-1.28336724493934e+00
1.99018036072146e+00	-1.88326222023663e-01,-1.27717732024525e+00
1.99498997995993e+00	-1.88847087207013e-01,-1.27104142700608e+00
1.99979959919841e+00	-1.89341843135262e-01,-1.26495899799670e+00
2.00460921843689e+00	-1.89811151408394e-01,-1.25892947064586e+00
2.00941883767537e+00	-1.90255657351922e-01,-1.25295228710116e+00
2.01422845691384e+00	-1.90675990425519e-01,-1.24702689428725e+00
2.01903807615232e+00	-1.91072764621519e-01,-1.24115274395752e+00
2.02384769539080e+00	-1.91446578853450e-01,-1.23532929273983e+00
2.02865731462927e+00	-1.91798017334873e-01,-1.22955600217636e+00
2.03346693386775e+00	-1.92127649948698e-01,-1.22383233875808e+00
2.03827655310623e+00	-1.92436032607234e-01,-1.21815777395403e+00
2.04308617234470e+00	-1.92723707603172e-01,-1.21253178423571e+00
2.04789579158318e+00	-1.92991203951699e-01,-1.20695385109688e+00
2.05270541082166e+00	-1.93239037723979e-01,-1.20142346106902e+00
2.05751503006013e+00	-1.93467712372176e-01,-1.19594010573262e+00
