time	V(y)	V(sine)
3.356644900937134e+00	-2.315424e+00	4.371537e-01
3.376644900937134e+00	-1.958460e+00	8.019704e-01
3.396644900937133e+00	-1.562988e+00	1.148585e+00
3.416644900937133e+00	-1.132050e+00	1.469131e+00
3.436644900937132e+00	-6.754220e-01	1.756333e+00
3.456644900937132e+00	-2.034633e-01	2.003672e+00
3.476644900937131e+00	2.731183e-01	2.205535e+00
3.496644900937131e+00	7.435099e-01	2.357340e+00
3.516644900937131e+00	1.198730e+00	2.455641e+00
3.532299415544767e+00	1.536150e+00	2.493767e+00
3.550680141090247e+00	1.903298e+00	2.494229e+00
3.568839115695111e+00	2.230057e+00	2.447716e+00
3.588839115695110e+00	2.541047e+00	2.343532e+00
3.608839115695110e+00	2.795473e+00	2.186158e+00
3.628839115695110e+00	2.986477e+00	1.979166e+00
3.648839115695109e+00	3.109723e+00	1.727253e+00
3.668839115695109e+00	3.162413e+00	1.436139e+00
3.688839115695108e+00	3.143350e+00	1.112428e+00
3.708839115695108e+00	3.052965e+00	7.634698e-01
3.728839115695108e+00	2.907977e+00	3.971832e-01
3.735321771909865e+00	2.842031e+00	2.761136e-01
3.742356459480350e+00	2.760962e+00	1.439976e-01
3.751000001100026e+00	2.654533e+00	-1.884940e-02
3.757050480233799e+00	2.570666e+00	-1.328358e-01
3.763965313529541e+00	2.466914e+00	-2.627538e-01
3.777794980121023e+00	2.239190e+00	-5.200964e-01
3.797794980121022e+00	1.873333e+00	-8.815411e-01
3.817794980121022e+00	1.469101e+00	-1.222978e+00
3.837794980121021e+00	1.031532e+00	-1.536657e+00
3.857794980121021e+00	5.705539e-01	-1.815460e+00
3.877794980121021e+00	9.662345e-02	-2.053058e+00
3.897794980121020e+00	-3.795064e-01	-2.244059e+00
3.917794980121020e+00	-8.470325e-01	-2.384127e+00
3.937794980121019e+00	-1.298272e+00	-2.470085e+00
3.950633236491523e+00	-1.572361e+00	-2.495788e+00
3.967968632546441e+00	-1.915527e+00	-2.493406e+00
3.986517345666924e+00	-2.246976e+00	-2.443765e+00
4.006517345666923e+00	-2.555421e+00	-2.336824e+00
4.026517345666923e+00	-2.806753e+00	-2.176845e+00
4.046517345666922e+00	-2.994408e+00	-1.967459e+00
4.066517345666922e+00	-3.114127e+00	-1.713418e+00
4.086517345666921e+00	-3.163191e+00	-1.420489e+00
4.106517345666921e+00	-3.140485e+00	-1.095320e+00
4.126517345666921e+00	-3.046524e+00	-7.452911e-01
4.147666667800026e+00	-2.888289e+00	-3.569178e-01
4.150523810657169e+00	-2.858567e+00	-3.034681e-01
4.153380953514311e+00	-2.827619e+00	-2.499413e-01
4.156238096371454e+00	-2.795445e+00	-1.963374e-01
4.159095239228598e+00	-2.762045e+00	-1.426564e-01
4.161952382085740e+00	-2.727418e+00	-8.889825e-02
4.164809524942883e+00	-2.691565e+00	-3.506298e-02
4.167666667800026e+00	-2.654486e+00	1.884940e-02
4.172227675820500e+00	-2.591371e+00	1.049525e-01
4.176788683840975e+00	-2.525232e+00	1.907096e-01
4.181349691861450e+00	-2.456069e+00	2.761207e-01
4.185910699881924e+00	-2.383883e+00	3.611856e-01
4.190471707902399e+00	-2.308673e+00	4.459046e-01
4.195032715922873e+00	-2.230440e+00	5.302775e-01
4.199593723943348e+00	-2.149183e+00	6.143043e-01
4.219593723943348e+00	-1.773251e+00	9.713823e-01
4.239593723943347e+00	-1.359547e+00	1.306413e+00
4.259593723943347e+00	-9.149929e-01	1.611793e+00
4.279593723943346e+00	-4.496731e-01	1.880591e+00
4.299593723943346e+00	2.585584e-02	2.106706e+00
4.319593723943346e+00	5.008051e-01	2.285007e+00
4.339593723943345e+00	9.643987e-01	2.411445e+00
4.359593723943345e+00	1.409399e+00	2.483152e+00
4.372106624099372e+00	1.672347e+00	2.499405e+00
4.386424441597448e+00	1.950509e+00	2.490731e+00
4.406093756461985e+00	2.294753e+00	2.431611e+00
4.426093756461984e+00	2.595821e+00	2.316773e+00
4.446093756461984e+00	2.838200e+00	2.149352e+00
4.466093756461984e+00	3.016189e+00	1.933149e+00
4.486093756461983e+00	3.125748e+00	1.673070e+00
4.506093756461983e+00	3.164390e+00	1.375018e+00
4.526093756461982e+00	3.131237e+00	1.045758e+00
4.546093756461982e+00	3.027038e+00	6.927625e-01
4.566093756461981e+00	2.866162e+00	3.240441e-01
4.571205021189463e+00	2.814667e+00	2.282948e-01
4.578521766788826e+00	2.728014e+00	9.067600e-02
4.584333334500029e+00	2.654555e+00	-1.884940e-02
4.589563745440111e+00	2.581616e+00	-1.176392e-01
4.594794156380193e+00	2.504882e+00	-2.159120e-01
4.600024567320275e+00	2.424354e+00	-3.136678e-01
4.605254978260356e+00	2.340031e+00	-4.109065e-01
4.610485389200438e+00	2.251913e+00	-5.076283e-01
4.615715800140520e+00	2.160001e+00	-6.038330e-01
4.620946211080602e+00	2.064294e+00	-6.995207e-01
4.640946211080601e+00	1.679712e+00	-1.052145e+00
4.660946211080601e+00	1.257906e+00	-1.380889e+00
4.680946211080601e+00	8.075569e-01	-1.678292e+00
4.700946211080600e+00	3.388795e-01	-1.937603e+00
4.720946211080600e+00	-1.374926e-01	-2.152937e+00
4.740946211080599e+00	-6.107513e-01	-2.319408e+00
4.760946211080599e+00	-1.070159e+00	-2.433236e+00
4.780946211080598e+00	-1.505664e+00	-2.491838e+00
4.800174739540035e+00	-1.893198e+00	-2.494858e+00
4.818016853702508e+00	-2.216069e+00	-2.450822e+00
4.838016853702507e+00	-2.529139e+00	-2.348884e+00
4.858016853702507e+00	-2.786091e+00	-2.193634e+00
4.878016853702507e+00	-2.979830e+00	-1.988597e+00
4.898016853702506e+00	-3.105959e+00	-1.738425e+00
4.918016853702506e+00	-3.161614e+00	-1.448797e+00
4.938016853702505e+00	-3.145532e+00	-1.126287e+00
4.958016853702505e+00	-3.058075e+00	-7.782138e-01
4.978016853702504e+00	-2.915241e+00	-4.124778e-01
4.989067414810018e+00	-2.801367e+00	-2.058411e-01
4.999000000000001e+00	-2.680666e+00	-1.884938e-02
5.000000000000000e+00	-2.667705e+00	-1.102182e-14
