time	V(y)	V(sine)
9.701142837982164e+00	-1.796152e+00	-2.017254e+00
9.741142837982164e+00	-1.634748e+00	-1.816265e+00
9.781142837982163e+00	-1.447567e+00	-1.586634e+00
9.821142837982162e+00	-1.237554e+00	-1.331980e+00
9.861142837982161e+00	-1.008018e+00	-1.056320e+00
9.901142837982160e+00	-7.625749e-01	-7.640010e-01
9.941142837982159e+00	-5.059739e-01	-4.596334e-01
9.961000000000002e+00	-3.753393e-01	-3.055395e-01
9.971041575617342e+00	-3.081486e-01	-2.271253e-01
9.987430343107132e+00	-1.979209e-01	-9.869620e-02
9.999139313785705e+00	-1.187875e-01	-6.759806e-03
1.000000000000000e+01	-1.129634e-01	-2.694842e-14
