in s,C1 in V,C2 in V
-2.144640E+00,1.51367E+00,-2.00195E-01
-2.144160E+00,1.55273E+00,-2.09961E-01
-2.143680E+00,1.51367E+00,-1.80664E-01
-2.143200E+00,1.53320E+00,-2.00195E-01
-2.142720E+00,1.55273E+00,-1.90430E-01
-2.142240E+00,1.61133E+00,-2.19727E-01
-2.141760E+00,1.55273E+00,-1.90430E-01
-2.141280E+00,1.57227E+00,-1.70898E-01
-2.140800E+00,1.53320E+00,-2.09961E-01
-2.140320E+00,1.53320E+00,-1.80664E-01
-2.139840E+00,1.53320E+00,-2.09961E-01
-2.139360E+00,1.55273E+00,-2.00195E-01
-2.138880E+00,1.59180E+00,-2.09961E-01
-2.138400E+00,1.59180E+00,-2.09961E-01
-2.137920E+00,1.61133E+00,-2.00195E-01
-2.137440E+00,1.59180E+00,-2.19727E-01
-2.136960E+00,1.61133E+00,-1.80664E-01
-2.136480E+00,1.61133E+00,-2.00195E-01
-2.136000E+00,1.61133E+00,-2.29492E-01
